 +--------------------+
 | Program exercise13 |
 +--------------------+

 ----------------------------------------
         n        1/n**2          error
      1057       1.643988       0.000946
      1058       1.643989       0.000945
      1059       1.643990       0.000944
      1060       1.643991       0.000943
      1061       1.643992       0.000942
      1062       1.643993       0.000941
      1063       1.643994       0.000940
      1064       1.643995       0.000939
      1065       1.643996       0.000939
      1066       1.643996       0.000938
      1067       1.643997       0.000937
      1068       1.643998       0.000936
      1069       1.643999       0.000935
      1070       1.644000       0.000934
      1071       1.644001       0.000933
      1072       1.644002       0.000932
      1073       1.644003       0.000932
      1074       1.644003       0.000931
      1075       1.644004       0.000930
      1076       1.644005       0.000929
      1077       1.644006       0.000928
      1078       1.644007       0.000927
      1079       1.644008       0.000926
      1080       1.644009       0.000925
      1081       1.644009       0.000925
      1082       1.644010       0.000924
      1083       1.644011       0.000923
      1084       1.644012       0.000922
      1085       1.644013       0.000921
      1086       1.644014       0.000920
      1087       1.644015       0.000920
      1088       1.644015       0.000919
      1089       1.644016       0.000918
      1090       1.644017       0.000917
      1091       1.644018       0.000916
      1092       1.644019       0.000915
      1093       1.644020       0.000914
      1094       1.644020       0.000914
      1095       1.644021       0.000913
      1096       1.644022       0.000912
